EV,Win %,Pick %,Team,Opponent,Future Value (Stars),Year,Week
0.96,72.5%,19.8%,CLE,NYJ,4.0,2020,16
0.89,60.8%,0.6%,PHI,DAL,0.0,2020,16
0.89,60.7%,0.1%,GB,TEN,2.5,2020,16
0.82,55.6%,0.1%,MIA,LV,0.0,2020,16
0.79,53.4%,0.1%,SEA,LAR,2.5,2020,16
0.78,53.1%,0.6%,LAC,DEN,2.0,2020,16
0.76,51.3%,0.9%,CAR,WAS,0.0,2020,16
0.75,50.7%,0.1%,IND,PIT,5.0,2020,16
0.73,49.3%,0.2%,PIT,IND,0.0,2020,16
0.72,48.7%,0.9%,WAS,CAR,0.5,2020,16
0.69,46.9%,0.2%,DEN,LAC,0.0,2020,16
0.69,46.6%,0.0%,LAR,SEA,1.5,2020,16
0.65,44.4%,1.0%,LV,MIA,0.5,2020,16
0.58,39.3%,0.0%,TEN,GB,3.0,2020,16
0.58,39.2%,0.2%,DAL,PHI,1.0,2020,16
0.52,27.5%,0.1%,NYJ,CLE,0.0,2020,16
0.52,22.1%,0.2%,JAX,CHI,0.0,2020,16
0.44,26.0%,0.1%,CIN,HOU,0.0,2020,16
0.44,28.6%,0.1%,SF,ARI,0.0,2020,16
0.42,27.1%,0.1%,MIN,NO,3.0,2020,16
0.38,25.2%,0.1%,NE,BUF,1.5,2020,16
0.35,22.4%,0.0%,NYG,BAL,0.0,2020,16
0.31,18.7%,0.0%,ATL,KC,0.0,2020,16
0.28,16.7%,0.0%,DET,TB,0.0,2020,16
1.29,90.0%,13.9%,IND,JAX,0.0,2020,17
1.25,87.0%,9.1%,BAL,CIN,0.0,2020,17
1.12,79.0%,10.5%,CLE,PIT,0.0,2020,17
1.10,75.2%,1.5%,SEA,SF,0.0,2020,17
1.06,72.2%,0.7%,LAC,KC,0.0,2020,17
1.05,73.9%,6.9%,TB,ATL,0.0,2020,17
1.04,73.3%,7.3%,TEN,HOU,0.0,2020,17
1.03,72.2%,7.7%,WAS,PHI,0.0,2020,17
0.98,70.0%,8.5%,NO,CAR,0.0,2020,17
0.96,66.0%,1.1%,GB,CHI,0.0,2020,17
0.93,62.8%,0.1%,MIA,BUF,0.0,2020,17
0.86,61.5%,7.2%,MIN,DET,0.0,2020,17
0.83,57.6%,2.4%,LV,DEN,0.0,2020,17
0.82,59.2%,10.0%,NE,NYJ,0.0,2020,17
0.79,53.3%,0.2%,LAR,ARI,0.0,2020,17
0.78,54.4%,3.7%,DAL,NYG,0.0,2020,17
0.68,45.6%,1.0%,NYG,DAL,0.0,2020,17
0.68,46.7%,1.1%,ARI,LAR,0.0,2020,17
0.65,40.8%,0.5%,NYJ,NE,0.0,2020,17
0.63,42.4%,0.5%,DEN,LV,0.0,2020,17
0.60,38.5%,0.3%,DET,MIN,0.0,2020,17
0.54,37.2%,1.5%,BUF,MIA,0.0,2020,17
0.50,34.0%,0.2%,CHI,GB,0.0,2020,17
0.48,30.0%,0.1%,CAR,NO,0.0,2020,17
0.43,27.8%,2.2%,PHI,WAS,0.0,2020,17
0.42,26.7%,0.1%,HOU,TEN,0.0,2020,17
0.41,26.1%,0.1%,ATL,TB,0.0,2020,17
0.41,27.8%,1.1%,KC,LAC,0.0,2020,17
0.37,24.8%,0.1%,SF,SEA,0.0,2020,17
0.35,21.0%,0.3%,PIT,CLE,0.0,2020,17
0.22,13.0%,0.1%,CIN,BAL,0.0,2020,17
0.18,10.0%,0.2%,JAX,IND,0.0,2020,17
